"","fips_code","total_cases_per_100k","total_deaths_per_100k","E_TOTPOP","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MINRTY","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT"
"2728","48423",21273.975463103,435.936880771476,234667,21.8,4.7,24.4,12.4,17.2,17,24.2,12.4,7,3.8,41.5,7.3,10.6,3.2,4.3,2.7,12.8
"2729","48425",24129.8061475849,396.272892792117,9337,13.8,3.9,21.2,7.1,12.7,18.4,21.6,11.7,10.8,1.6,22.1,0.9,23.5,5.4,2.9,4.2,11.2
"2730","48427",39042.2423762858,596.506178099702,65716,50.4,11.5,24.7,39.1,33.1,11.5,32.6,15.5,15.9,22.7,96.8,2.2,9.8,10.2,10.7,0.9,32.9
"2731","48429",25021.5982721382,572.354211663067,9260,27.8,8.6,29.1,16.7,17.5,19.6,22,18,7.6,3.2,31.2,7.6,11.7,2.2,9.3,4.8,16.2
"2732","48431",24425.2873563218,646.551724137931,1392,11,0,6.9,9.9,22.6,13.1,34.6,8,3.8,2.4,34.3,0,18.2,0,0,2.6,11.5
"2733","48433",31705.4845980466,525.920360631104,1331,23,1.8,14.4,19.1,18.2,20.3,27.7,14.5,1.3,0.1,28.2,0,15.6,1.1,2.4,3.2,14.9
"2734","48435",29775.7847533632,418.535127055306,3345,29.5,4.7,16.9,20,16.2,13.2,32.4,6.4,16.7,4.4,76.4,2.7,18.5,10.5,2.5,0.7,35.4
"2735","48437",37959.6508799542,486.478752325082,6989,41.5,5.2,23.2,22.1,20.4,17.3,25,16.1,4.4,5.3,57.9,0.6,5.5,2.9,8.1,9.2,28.6
"2736","48439",30388.3806544823,306.123317882882,2113854,19.6,4.9,28.9,12.9,16.9,11.7,25.8,9.8,7.4,5.3,56.1,16.9,2,4.1,4.4,1.3,7.9
"2737","48441",29948.4719881982,545.343951226673,143029,24.6,2.4,28.2,10,15.5,14.6,24.5,14.7,6.6,2,38.7,9.5,4.9,2.5,4.6,4.8,11.4
"2738","48443",18097.4477958237,348.027842227378,862,7,0,17.9,6.3,10.1,34.2,12.5,26.7,2.5,1.5,47,0,5,0.7,3.2,0,25.7
"2739","48445",19575.1523358159,744.7528774543,11816,36.4,4.8,25.9,24,21.8,14.8,27.4,14,11.7,8.2,62.4,3.1,8.6,2.9,7.9,6.7,18.6
"2740","48447",20778.318276581,694.92703266157,1439,28.4,2.5,12.4,9.8,26.5,25.5,18.3,14.9,2.7,0.9,15.8,0.5,12.2,1.1,2.5,0,16.7
"2741","48449",32637.9348902591,444.07526916073,31301,32.6,4,23.7,22.4,19.8,14.5,28.8,13,9.7,9.6,57.3,4.1,15,9.6,4.7,0.8,17.1
"2742","48451",36339.2467889601,411.650290083503,119276,21.1,3.2,25.1,13.4,13.8,15.9,24.1,14.2,7.2,2.6,49.3,11.1,5.6,3.2,4.7,5,14.8
"2743","48453",25110.4298190766,144.679741888238,1289054,17.3,4.2,28.1,9.2,12.5,10.4,20.7,9,5.1,5.1,52.3,28.7,3.1,4.1,5.5,2.1,7.4
"2744","48455",23982.5263924281,589.734255551511,13735,26.9,7,21.6,13.6,17.3,26.4,19.7,23.2,8.4,1.6,22.9,0.3,35.7,4,9.7,1.1,18.8
"2745","48457",28148.4821160204,455.866145676786,19962,29.9,12.6,18.4,17.4,15.9,22.1,19.1,25.2,6.4,1.2,21.6,2.2,18.1,2.8,7,10.7,17.9
"2746","48459",21795.4000145416,477.448437992293,41261,27.9,4.3,19.8,13.4,16.4,18.3,23.8,20,4.8,1,20.9,0.5,20.3,2.4,3.9,1.2,13
"2747","48461",30207.0645554202,578.562728380024,3284,30.1,4.7,15.8,21,11.8,16.4,27.2,10.2,6.3,3.6,59.7,1,14.2,4,6,2,29.3
"2748","48463",45914.7102645674,612.088752869166,24833,34.7,3.2,26.2,23.9,19.3,16.3,26.1,19.6,12.1,7.1,75.2,3,14.5,4.7,7.2,2.9,20.7
"2749","48465",32243.7254943073,656.28079592393,47693,31.3,3.4,22.5,26.5,20.6,13.9,28,13.7,10.1,12.4,85.6,5.3,9.2,11.2,4.8,4,28.5
"2750","48467",19267.9799510432,502.889114615423,60053,23.3,3.1,23,14,17.7,20.1,22.8,15.3,5.5,1.5,18,0.9,20.4,3.2,2.9,1,18.7
"2751","48469",27811.9483822868,472.541086954139,91209,26.2,5.2,24.1,16.2,16.4,16.4,25.2,15.3,7.2,2.8,57.3,7,11.8,2.9,7.2,1.5,23.7
"2752","48471",32112.4096291881,279.857997978803,77182,32.8,7,34,14.7,15,13.5,14.2,11.6,7.2,2.3,44.3,15.3,19.8,3,6.7,21.4,15.7
"2753","48473",20362.6681516802,198.388528270365,57463,21.1,6.1,22.9,13.3,18.3,11.5,23.3,11.1,7.1,4.9,59.5,2.5,20.2,4,3.6,8.3,16.8
"2754","48475",29311.7123468758,449.458006521547,11347,23.7,5.5,15.9,19.8,12,13.4,29,12.9,7.7,4.8,62.6,2.9,14.8,3,3.9,1,23
"2755","48477",29795.8499734689,438.461753288463,35807,18.3,2.7,23.3,10.3,13.4,21.7,21.4,14.2,3.7,1.9,37.8,6.1,11,2,6,6.7,18.5
"2756","48479",40286.2893872389,408.557254136082,267282,34,5.9,30.8,30.9,28.4,9.7,31.8,13.1,10.9,18.5,96.7,10.6,8.7,9.4,6.2,1.1,18.9
"2757","48481",28910.9434324987,552.69861104436,41614,26.3,5.7,24.1,18.7,19,17.2,25.8,15.1,6.8,5.1,57,5,9.3,5.7,6.4,1.6,18.9
"2758","48483",26586.3453815261,481.927710843373,4980,29.9,6.6,22,14.2,22.3,20,24.6,16.3,7.3,5.4,31.3,1.1,8,4,7,1.6,19.2
"2759","48485",31841.8940609952,587.263859735769,129584,24.9,4.2,24.9,12.5,14.7,14.9,22.7,16,7.1,1.6,36.4,8.4,3.8,2.1,6.6,9.4,14.4
"2760","48487",32786.2446268073,734.661977334897,12795,39.4,9.3,23.6,21.6,11.4,17.8,22.8,24.8,4.8,3.3,44.6,5.1,7.3,2.2,5.5,7.8,26.4
"2761","48489",45194.0122119362,684.459326373844,20308,42.9,8.7,23,32.5,28.3,14.6,24.1,15.1,8.3,9.1,89.9,1.4,11.5,11.4,5.6,6.2,28.6
"2762","48491",27897.4920472436,154.196010340203,617396,11.1,4.4,23.1,5.9,9.7,12.6,24.7,10,5.6,2.9,44.1,15.1,2,3,2.6,0.7,4.9
"2763","48493",25003.4735316885,333.459042099204,50381,15.8,3.4,16.6,9.2,12.2,16.2,23.7,12.3,3.3,2.3,45.2,1,24.6,4.8,2.2,1,13.7
"2764","48495",29359.0081772619,474.808757583751,7582,16.3,2.3,7.3,27.5,18.7,13.6,28.8,9.1,3.7,8.9,68,0,11.7,4,5.6,1.2,15.6
"2765","48497",27965.2307955811,409.637178499043,70062,16.9,4.3,17.6,13,16.2,15.2,24.5,15.8,5.7,3.6,25.4,1.1,25.2,4.7,1.6,1.3,12.8
"2766","48499",18565.9778125758,685.913411702433,45341,21.9,5.3,21.3,13.9,15.1,26.9,18.8,20,5,1.7,18.4,2.7,16.1,1.7,5.5,3.6,16.1
"2767","48501",17575.3604193971,576.671035386632,7630,23.2,3.9,15.4,31.5,19.8,10,32.3,9,5.8,11.9,71.5,1.4,15.3,8.5,2.4,0.3,9.2
"2768","48503",25107.5238786796,575.322571636039,17903,22.9,2.6,18.4,11.9,18.9,20.9,23.9,15.4,6.1,3.4,23.8,1.5,8.1,1.3,5.1,1.5,12.2
"2769","48505",31994.8186528498,410.189982728843,13896,49.8,8.1,23.1,34.4,26.9,13.7,32.6,16.2,12.8,20.7,95.6,2.3,28,13.2,9.7,0.9,34.5
"2770","48507",45309.2783505155,721.649484536082,9700,49.7,5.8,18.9,27.4,12.2,16.1,29.4,17,12.6,5.9,94.5,0.5,23,4.8,4.9,0.7,19.8
"2771","49001",25556.1813573641,98.5637848493382,7102,9.8,3.6,14.5,7.7,11.9,14.1,30.8,12.9,5.1,2.2,16.7,0.7,3.2,1.3,2.7,2.8,20
"2772","49003",27717.8295105591,233.312175121374,58291,16.8,2.6,20.2,6.6,8.1,12.6,31,11.3,4.8,0.5,13.8,4.6,3.9,2.1,4.2,0.6,8.1
"2773","49005",31168.3577826048,100.425506590889,134428,24.1,2.4,25.1,5.8,6.5,9.7,29.6,8.5,5.1,1.6,17.3,8.7,2,3.9,3.3,2.7,8.4
"2774","49007",29998.0332382732,240.928311535058,20338,27.9,6.7,28.2,8,7,18.4,25.8,16.8,5.7,0.5,17.9,2.6,7.8,2,4.4,2.2,17.1
"2775","49009",26489.0282131662,0,638,14.9,3.5,24.7,7.2,6.2,18.5,25.4,13,0,0,7.5,0,45.9,1.3,4.7,10.2,6.4
"2776","49011",33289.3519028625,126.710593005575,363032,11.1,2.5,18.3,4.3,5.9,10.5,31.1,9.2,5.7,0.9,18,8.4,2.5,1.8,2.4,0.7,6.2
"2777","49013",26002.3256989737,45.5028060063704,19779,23.8,4.3,20.7,10.8,14.2,12.3,32.8,13.8,5.5,0.9,15.7,0.7,17.1,4.7,4.7,1.6,12.4
"2778","49015",30248.5350575874,282.885431400283,9898,22,3.6,14.2,6.7,7.8,17.7,28.6,15.4,4.8,1,10.1,1.2,12.9,3.3,2.7,1,14.3
"2779","49017",21929.3106815075,195.274360476469,5121,22.7,4.4,22.7,4.1,14.5,22.9,22.1,14.8,3.4,0.6,11.7,1.5,10.6,1.3,2.5,6.3,19.5
"2780","49019",29287.1900826446,61.9834710743802,9680,23,1.2,29.5,5.5,12.2,19.7,18.4,12.2,6.8,1.2,19.5,5.9,14.7,6,2.1,1.2,11.7
"2781","49021",28778.3288558242,55.1078046428325,58068,25.9,3.3,26.8,7,10,12.9,27.8,11.1,4.7,1.4,15.8,10.9,5.8,2.1,3.4,1.5,12.1
"2782","49023",27790.3374361551,234.44695637612,11943,14.9,1.9,13,6.4,7.5,12.5,33.7,12.4,5.4,0.3,9.5,1.7,2.2,4.8,3.9,1.3,11.5
"2783","49025",20757.6145380087,63.9877143588431,7814,20.8,3.5,21.1,5.6,7.8,23.8,22.8,18.3,3.8,0.3,8.8,1.7,8.8,1.1,4.6,3.5,10
"2784","49027",28540.7231135334,299.378214477623,13027,23.6,4.4,18,9.5,11.1,17.3,31.2,13.5,6.4,2.8,17.2,2.1,4.1,2.2,3.7,1.6,14.7
"2785","49029",26360.4754588825,129.376566669362,12367,5.5,1.7,8.7,1.8,5,12,34.3,6.5,2.9,0.1,6.8,0.3,0,1.5,0.8,0.1,6.2
"2786","49031",20578.231292517,510.204081632653,1764,40.3,9.1,25,11.1,15.6,30.9,19.2,21.1,1.6,0.2,5.1,0,10.4,2.7,4.9,1,29.2
"2787","49033",15139.5988989383,117.970900511207,2543,19.6,2.6,14.2,4.2,7.9,18,32.2,15.1,7.6,0.5,14.2,2.6,21.3,1.8,0,0.6,5.9
"2788","49035",34997.2853775443,157.456572393179,1180643,14.5,3.6,24,8.2,9.9,11.3,26.1,9.9,5.2,3.5,30.9,18.6,1.8,3.2,5.2,1.4,7
"2789","49037",35589.3693197466,364.913247039383,14524,32.3,12.1,18.4,12.2,19,15.5,28.2,22,6,3.1,56.2,0.1,16.8,11.2,8.8,3,33.3
"2790","49039",31447.8067740144,232.509716823987,28816,26.3,4.6,22.1,10.2,10.8,14.1,24.8,11.7,4.4,1.9,14.4,2.9,4.7,3.7,2.8,9.3,13.6
"2791","49041",28098.0292610883,170.766603590714,21667,20.3,4.9,19.7,8,9.4,16.5,28.8,14.7,2.9,0.4,9,2.3,7.7,4.3,4.1,1.6,11.8
"2792","49043",37736.3371272693,68.1967829931333,42524,8.3,2.3,16.1,4,6.9,13.8,23.5,5.9,5.5,1.9,16.1,17,1.5,1.6,1.8,0.5,5.4
"2793","49045",33646.2610762913,158.039766587422,74032,10.6,3.9,17.5,7.4,7.5,9,31.7,11.1,5.7,0.9,19.9,4.5,4,3.8,3.8,0.5,5.5
"2794","49047",26769.7699646741,47.2865845178159,35951,20.1,6.3,17.5,11.3,13.8,11.3,32.1,12.5,6.3,0.7,20,5.7,12.3,4.9,3.1,1,11.2
"2795","49049",33737.6749381776,133.62942009336,666021,15.5,3.4,22.7,4.7,7.8,7.7,32.2,8.5,4.2,1.7,19.3,12,1.2,3.9,2.5,2.6,8.7
"2796","49051",35068.1253391985,111.399925733383,35009,9.9,2.4,20.3,4.5,7.4,12.7,30,7.9,3,2.1,17.6,4.9,1.4,2.7,2.4,0.6,4.9
"2797","49053",28043.5577232579,111.29478387535,183297,17.4,3.1,25.2,5.6,12.2,21.9,24.9,12.5,3.6,1.2,17.2,6.2,4.2,3.5,3,1.3,8.6
"2798","49055",21445.4976303318,0,2532,23.6,0.6,19.3,6.9,10.7,22.4,23.5,11.6,5.9,0,2.8,0.2,9.2,1.6,1.7,1.7,10.8
"2799","49057",33162.4581685427,188.241557651354,262960,14.4,3.1,23,7.8,8.5,11.9,27.3,11.5,5.9,1.8,25,9.8,3.1,2.7,4.5,1.2,6.5
"2800","50001",19362.0772559705,98.8406261687237,37434,13.5,4.1,23.9,5.5,4.7,21.4,16.2,15.6,3.6,0.3,8.6,2.8,7.6,1.5,4.1,8.4,10.6
"2801","50003",35339.9774955795,270.588865670042,37326,18.6,4.2,29.3,5.9,4.6,23.3,18.9,17.5,5.8,0.2,7.6,3.6,5.1,1.3,8.5,3.4,18.9
"2802","50005",21710.8291143402,144.651193372345,30418,20.1,2.6,27.3,6.3,4.5,22.2,19,17.1,5.6,0.4,6.5,2.4,8.7,1.1,7.5,3.5,16.3
"2803","50007",24114.5749781652,148.536323072444,168309,16.1,3.9,27.9,4.7,3.3,15.9,17.4,11.2,4.6,1.2,13,14.7,3.8,1.5,6.9,5.9,10.1
"2804","50009",24615.1271753681,66.9344042838019,5976,26.9,5.4,27.7,11.1,5.3,26.6,17.1,22.9,4.7,0.4,6,0.6,9.7,3,4.9,0.5,18.3
"2805","50011",23767.9886629009,181.633101135706,50101,17.5,3.3,27.5,8.1,4.2,16.8,21.6,14.2,5.2,0.2,7.2,4.5,6,1,6.2,0.9,13.2
"2806","50013",17818.6775732788,122.699386503067,7335,12.3,3.5,25.6,3.9,4,21.8,17.2,12.2,2.7,0.2,9,0.1,11.9,0.4,2,0.1,9.1
"2807","50015",17095.8925203064,111.637217538592,25977,16.1,3.9,28.4,5.8,6.3,17.8,20.3,12.7,5.1,0.2,6.6,2.8,9.3,1.3,5.1,2.4,10.9
"2808","50017",17826.692482761,71.3339447671456,29439,17,3.1,24.8,6.1,4.5,22.2,17.9,15.5,4.6,0.1,5.5,1.4,9.5,1.7,4.2,2,13.2
"2809","50019",26224.5529698824,182.089660949051,27459,20.2,6.1,27.2,8.5,3.5,23.2,19.4,17.4,4.8,0.2,6.1,1.8,8.2,1.5,6.3,3.2,12
"2810","50021",29654.2048361806,163.40678385739,60585,18.5,4.3,29.5,6.4,4.5,23.4,17.6,16.1,3.9,0.4,6.2,7.9,5.5,3.5,7.1,3.4,16.5
"2811","50023",24262.1469682773,145.562842992906,59768,16.3,3,25.4,4.9,2.9,20.5,18.3,14,5.6,0.2,7,4.8,5.3,1,7.7,3.8,10
"2812","50025",20153.9568659092,117.757376191203,45857,21.5,4.4,30.6,5.8,4.1,24,17,17,5.9,0.1,8.4,4.9,4.6,1.1,6.1,3.9,23.7
"2813","50027",20848.3192696085,126.227694010237,57832,16.1,3.7,25.6,5.1,5,24.3,17.8,15,3.9,0.2,6.8,4.7,5.9,2.1,5.1,1.5,12.6
"2814","51001",27614.1097491534,362.633739922678,33367,28.1,3.7,23.4,18.4,10.7,24.9,20.5,16.8,5.4,4,40.6,1.5,17.2,2,8,3.6,19.1
"2815","51003",22820.4740785509,185.756312603877,112513,11.2,3.1,23.2,6.2,5.8,19.7,19.6,9.3,5.6,1.7,24.1,14.6,2.6,1,4.7,7.6,9.7
"2816","51005",30226.2682234976,738.835015502341,15159,21.4,3.7,18.3,11.8,7.4,25.1,18.9,17.5,3.9,0.1,8.9,6.6,12.3,0.4,6.7,2.5,21.5
"2817","51007",27192.1256292734,480.877601622962,13309,24.5,4.1,22.8,13.6,5.6,20,20.7,16.7,1.4,0.9,26.8,0.5,21,5.6,2.6,1,19.6
"2818","51009",30977.5345255521,362.756952841596,31426,22.3,4.5,19.3,12.3,7.7,21.2,19.8,15.8,4.3,0.3,25.9,0.7,11.9,2.1,5.4,3.4,20.5
"2819","51011",31181.9356426506,381.468036670153,16253,22.5,3.5,17.3,10.1,8.3,20.5,21.8,14.2,5.2,0,23.8,1.7,14.9,0.8,3.4,0.5,21.8
"2820","51013",28497.1061502258,156.458691089487,235845,10.3,2.8,19.4,4.7,5.5,11.3,18.1,6.5,3.3,3.6,40.5,54.9,0.1,3.3,14.1,1.4,5.9
"2821","51015",31930.8305244534,308.653933077628,77433,15.3,3,18.7,10.1,6.8,21.7,18.8,14.2,3.9,0.8,10.9,4.3,9,1.4,4.5,4.7,15
"2822","51017",25999.5211874551,502.75317213311,4177,36.9,2,19.1,14,4.7,29,15.4,15.2,3.8,0.4,6.8,1.8,10,0,0.9,4.8,26.7
"2823","51019",28066.3482152932,361.078722684019,79761,15.8,2.9,17.6,7.6,6.1,22.2,19.6,13.1,4.4,0.4,14.1,3.5,11.4,1.6,3.6,0.7,14.6
"2824","51021",38952.0910110559,400.576830636116,6241,14.8,3.3,11.5,8,4.8,23.7,15.2,17.5,1.4,0,6.6,0.5,23.2,2.2,3.5,15.1,35.5
"2825","51023",29857.1174482718,349.795458587775,33734,12.8,3.1,17.4,6.4,4.8,23.2,18.8,12.5,2.7,0.1,8.5,3.1,8.2,0.4,3.7,1.3,13.5
"2826","51025",25750.0782962731,338.239899780771,15965,27.2,5.2,25.2,23.5,7.9,21.9,15.6,18,5.8,0.2,59,1,28.3,2.1,7.6,14.5,21.7
"2827","51027",30820.9028943989,740.887088807666,20246,37.6,6,22.5,25.8,7.2,23,16.9,33.7,5.6,0.1,3.8,0.8,31.8,0.5,4.9,4.7,28.8
"2828","51029",29818.0093662932,379.3941549588,16869,24.7,5,21,15.9,11,19.8,18,17.6,5.1,0.4,39.2,0.5,28.1,1.6,6.4,11.9,30.5
"2829","51031",32121.1138729781,428.689794300948,55518,21.8,4.9,20,9.5,6.5,20.7,19.7,14.5,5,1.6,22,3.6,18.3,1.5,5.2,1.2,18.1
"2830","51033",29181.2321606106,304.672717359931,31181,15.4,4.6,21.1,10.6,6.7,16.4,22.7,12.9,6.6,1,37.5,0.8,8,1.9,5,4.5,16
"2831","51035",34134.4503193023,614.571173521939,29126,25.3,4.8,18.7,17,9.1,25.1,17.9,16.5,3.9,0.6,6.5,0.7,20.5,1.3,4.2,0.6,22.2
"2832","51036",25621.3017751479,458.579881656805,6760,19.7,4.1,20.9,15.1,6.3,25.6,14.9,19.2,3.5,0.2,56.2,0.9,11.3,0.8,6.4,0,29.6
"2833","51037",30225.7199688662,432.413733460175,11563,29.9,3.6,21.3,15.5,8.9,22.3,22.3,22,7.4,0.1,31.7,0.9,23.2,2.2,8,1.4,28.9
"2834","51041",27565.2356844863,239.058628104006,366019,11.5,4.7,21.8,7.4,7.3,15.5,23.6,12.5,6.7,2.9,40.9,8.7,1.3,1.5,3.1,1.1,7.2
"2835","51043",23847.6011288805,389.732562827577,14882,9.1,3.5,20.2,6.3,6,21.5,19,13.6,3.1,0.7,15.7,3.1,0.7,2,2,1.6,13.8
"2836","51045",29767.2519395672,510.41241322989,4898,14,1.9,13.4,12.1,2.9,19.2,25.1,11.7,4.4,0,5.3,0.2,18.7,3.9,4.7,0.2,11
"2837","51047",27524.5163000265,336.980803453107,52822,12.9,3.9,22.7,10.6,9.4,16.2,24.5,12.5,5.2,2.8,32,6.4,1.8,2,3.4,2.8,10.4
"2838","51049",19294.62720429,319.686500979685,9697,15.1,3.2,21.8,13.9,8.6,22.7,19.6,15,11.8,0.1,36.3,0.8,19.1,2.1,6.9,0.4,22.8
"2839","51051",35062.8149620271,503.939243381361,14089,35.7,3.4,20.7,18.6,5.9,23.4,19.3,36.4,3.8,0,2.7,2.1,29.3,0.1,7.1,3.4,24.3
"2840","51053",27098.4068146986,395.623195637453,28057,14.7,4.7,23.6,10.5,6.6,18.5,20.4,14.6,4.4,0.8,37.3,2.3,11.4,1.7,2.8,3,18.6
"2841","51057",27042.0675344275,405.583852103377,10602,30.2,9.9,33,17.4,9.7,23.5,17.4,16.8,8.1,0.3,46,3.7,15.6,1.6,5.3,1.2,29.2
"2842","51059",23016.5520878261,150.259221166556,1145354,9.9,4.1,17.8,6.5,7.5,14.2,23.1,7.6,4.9,5.8,51.4,23.6,0.4,3.1,4.6,0.8,4
"2843","51061",22838.0406603902,223.768590530768,73290,9.8,2.3,16.7,7.8,7.7,16.7,23.1,9.6,5.6,2.3,22.4,4.1,1.8,1.2,3.1,0.5,9.1
"2844","51063",24079.3201133144,354.107648725213,15532,17.9,2.6,17.9,9.2,7.3,24.2,18.1,12.7,3.7,0.5,7.3,0.9,18.2,1.4,5.6,0.7,21.6
"2845","51065",25326.1424094454,196.778660447489,27442,12.3,3,16.5,6.7,8,20.4,19.8,11.6,3.5,0.3,23.9,1.9,5.7,1.2,2.7,4.6,10
"2846","51067",25958.2771071155,417.593639447098,54838,21.7,2.8,17.7,10.3,7.2,24,18.7,15.2,3.7,0.5,13.3,3.4,17.2,1.8,5.5,2.6,20.4
"2847","51069",29303.2051909094,317.367156846762,92007,12.2,4.2,17.2,11.3,8,18.1,22.7,11.6,5.5,2.3,19.3,6.3,5.8,1.4,3.6,1.5,12.4
"2848","51071",31835.3180539764,359.044940458381,16711,20,2.2,14.1,9.6,6.4,21.7,20.1,13,3.5,0.5,5.7,3.5,18.5,1,5.6,1,19.1
"2849","51073",25016.077170418,298.392282958199,38875,11.2,3.4,19.9,10.1,5,19.6,19.9,17.2,3.8,0.1,16.8,0.9,8.9,0.6,2.4,0.7,12.5
"2850","51075",23448.1651007789,256.966192885249,24906,8.4,2.4,15.7,5.8,3.6,23,17,12.6,2.7,0.5,22.5,5.3,6.1,1.7,2.7,4,11.4
"2851","51077",37112.5293045064,638.187027871842,15356,33.1,4.3,17.9,17,10.2,25.4,16.3,20.2,4.7,1.1,11.7,0.5,18,1.3,5,6.4,21.7
"2852","51079",24812.1758518734,315.059861373661,20631,16.2,3.8,15.1,10.7,6.7,18.5,23.4,12.3,6.6,1.1,19.9,3.4,8.4,2.1,2.1,0.7,9.3
"2853","51081",34546.7334916029,395.673964653126,11373,26.8,6.3,29.6,20.3,7.8,15.7,16.3,17.4,9.6,0.5,64.2,3.4,17.9,2.3,8.6,25.9,18.4
"2854","51083",28759.5919207362,570.370152588716,34013,27.3,3.7,24.8,17.8,8.4,24.9,20.1,20.1,8.5,0.2,40.2,1.2,19.8,1.5,6.4,2.7,34.6
"2855","51085",26548.0079266692,315.79995113697,110513,9.9,2.9,17.2,5.6,4.1,18.5,21.6,11.1,4.6,0.5,17.9,5,2.3,0.8,2.7,1.9,9.7
"2856","51087",28109.3900096061,327.509606147935,333120,14.3,3.9,26.9,7.1,6.3,16.2,22.3,11.7,6.9,2.1,49.1,13.4,0.4,1.4,5.5,1,9.3
"2857","51089",31910.9535066982,652.088258471238,50760,29.9,5.2,21.9,18.7,8.1,24.4,19.4,21.6,4.4,1.2,31.3,3.9,19.9,1.4,6.5,1.7,28.1
"2858","51091",22162.8838451268,267.022696929239,2247,17.7,14.7,12.3,10,8.1,36.9,12.8,20.9,1.3,0,5.7,1.1,14.9,0.5,5.3,0,25.3
"2859","51093",23906.1134248548,334.207414262944,38898,15.8,5.5,20,8.8,6.1,19.3,21.1,14.7,4.9,0.7,30.5,4.8,9,0.5,4.7,0.7,16.3
"2860","51095",27257.7330051511,196.655586287396,78818,10.9,3.7,20.8,4.3,5.2,26.1,19.6,13.1,6.1,0.9,26.5,7.8,2.7,0.9,4.2,1.5,8.1
"2861","51097",22212.2436760964,224.517287831163,6681,25.6,5.7,22.3,13.6,6.9,22.3,18.4,15.1,1,0,34,0,15.5,0.9,4,0,28.8
"2862","51099",25855.1046877895,211.228460255697,26985,12.6,2.6,20.1,9.7,3.8,13.6,24.7,9.4,4.7,1,30,0.9,5.4,1.8,1.8,0.9,9.9
"2863","51101",26567.6660128888,291.398150742505,17845,13.1,4,19.4,6.5,5.8,16.4,22.8,12.7,5.9,0.4,22.8,0.7,3.3,0.4,3.2,0.4,24.6
"2864","51103",22004.4174489232,386.526780784097,10866,23.4,9.3,23.5,13.6,7,39.4,14.7,19.8,2.6,0.6,33.5,2.2,4.6,1.4,4,2.2,26.7
"2865","51105",38340.7367523669,596.760443307758,22287,37.3,8.1,21.7,18.3,10.8,22.2,18.7,29.7,8.2,0.6,7.9,1.2,20.8,1.6,9,6.5,37.2
"2866","51107",23474.8902614949,106.470709860186,420773,6.4,3.2,12.9,5.6,5.3,10,27.3,6.5,4.8,3.7,46.9,13.2,0.3,2.1,3.1,0.4,3.5
"2867","51109",23589.4609772739,270.298640634021,38106,16.8,6.4,22.6,11.4,7.1,20.2,20,16.5,3.1,0.5,23.5,2.8,9.5,1.4,3.5,0.3,18.3
"2868","51111",28286.6199532866,375.375375375375,11988,25.6,4,24.4,21.3,10.9,22.3,19.6,21.2,7.4,1.9,41.6,0.7,21.5,3.2,7.7,7.5,36.7
"2869","51113",23126.9887185421,354.353485681227,13828,19.9,3.7,21.7,13,5.6,23.3,20,15.5,2.2,0.1,15.9,1.1,2.5,3,2.9,1.8,19
"2870","51115",24364.5308656437,316.270352582875,8537,12.2,8.2,14.5,5.7,8.4,30.7,15.1,21.2,0.9,0.4,15.6,0.5,6.4,0.6,0.6,1.8,25.7
"2871","51117",26347.6800474199,487.371159482333,30367,28.1,3.6,22.6,13.5,7.4,26.2,18.4,19.7,6.9,0.5,39.6,1.6,19.3,1.3,7.5,3.4,29.4
"2872","51119",23784.6898863848,512.199664742038,10738,16.4,4.6,21.1,10.6,6.4,33.6,15.8,17.1,3.3,0.6,22.3,0.3,8.8,3,2.8,3.7,22.4
"2873","51121",25536.1114185946,191.198816579956,99373,30,3.3,26.8,5,5.3,13.2,15.1,10.3,4.1,0.5,17.3,17.7,10,1.7,5.5,10.4,9.5
"2874","51125",22195.8979218845,270.764232044947,14773,18.2,3.2,21.1,13.4,8.6,28.5,17.3,14.3,1.7,0.8,19.4,4.1,9.8,0.8,5.8,0.8,21.4
"2875","51127",25841.3461538461,197.458791208791,23296,7.7,3.1,15.3,5.9,3.7,18,19.1,10.7,3,0.6,22.9,0.3,4,0,1.5,2.7,10.8
"2876","51131",24076.8216287504,642.927794263105,12132,26,4.8,22.7,13.1,10.3,27.6,19.1,20.1,3.2,1.6,44.6,3.2,10.4,1.9,10.3,2.4,18.2
"2877","51133",22761.7223286416,391.438327642208,12007,20.3,4.9,19.2,10.8,7.6,36.8,14.8,14.9,3.6,0.1,31.8,0.8,9.3,2.1,4.3,0,20.1
"2878","51135",36590.3568231232,665.046681161274,15638,29.5,6.4,25.5,16.2,13.5,18.3,19.6,18,8.1,0.4,46,1.6,10.3,1.3,7.2,15.2,28.4
"2879","51137",25360.0415379991,300.603940644386,36593,17.5,4.4,19.2,10.2,6.2,19.9,21.1,15.5,3.8,0.7,23.3,4.4,5.1,2.3,3.9,1.6,11.6
"2880","51139",29920.4311034396,559.929272091946,23753,18,4.6,24.5,17.6,10.8,21.3,20,20,3.7,0.5,7.4,1.4,9.5,0.6,7,1,22.5
"2881","51141",28737.2593431483,696.489241223103,17660,22.9,2.3,16.8,16.4,6.2,26.9,17.4,20.4,2,0.5,10.5,0.9,24,1,4.2,2.5,24.1
